tweet-id,class
962,1:NewYork
963,1:NewYork
964,1:NewYork
965,1:NewYork
966,1:NewYork
967,1:NewYork
968,1:NewYork
969,1:NewYork
970,2:California
971,1:NewYork
972,2:California
973,1:NewYork
974,1:NewYork
975,1:NewYork
976,1:NewYork
977,1:NewYork
978,1:NewYork
979,1:NewYork
980,1:NewYork
981,1:NewYork
982,1:NewYork
983,1:NewYork
984,1:NewYork
985,1:NewYork
986,1:NewYork
987,1:NewYork
988,1:NewYork
989,1:NewYork
990,2:California
991,1:NewYork
992,1:NewYork
993,1:NewYork
994,1:NewYork
995,1:NewYork
996,1:NewYork
997,2:California
998,1:NewYork
999,1:NewYork
1000,1:NewYork
1001,1:NewYork
1002,1:NewYork
1003,1:NewYork
1004,1:NewYork
1005,1:NewYork
1006,1:NewYork
1007,1:NewYork
1008,1:NewYork
1009,1:NewYork
1010,1:NewYork
1011,1:NewYork
1012,1:NewYork
1013,1:NewYork
1014,1:NewYork
1015,1:NewYork
1016,1:NewYork
1017,2:California
1018,1:NewYork
1019,1:NewYork
1020,2:California
1021,2:California
1022,1:NewYork
1023,1:NewYork
1024,1:NewYork
1025,1:NewYork
1026,1:NewYork
1027,2:California
1028,1:NewYork
1029,1:NewYork
1030,1:NewYork
1031,1:NewYork
1032,1:NewYork
1033,1:NewYork
1034,1:NewYork
1035,2:California
1036,3:Georgia
1037,1:NewYork
1038,2:California
1039,2:California
1040,1:NewYork
1041,2:California
1042,1:NewYork
1043,1:NewYork
1044,1:NewYork
1045,1:NewYork
1046,2:California
1047,1:NewYork
1048,1:NewYork
1049,2:California
1050,1:NewYork
1051,1:NewYork
1052,1:NewYork
1053,1:NewYork
1054,2:California
1055,2:California
1056,1:NewYork
1057,1:NewYork
1058,1:NewYork
1059,1:NewYork
1060,1:NewYork
1061,1:NewYork
1062,2:California
1063,1:NewYork
1064,1:NewYork
1065,1:NewYork
1066,1:NewYork
1067,1:NewYork
1068,1:NewYork
1069,1:NewYork
1070,1:NewYork
1071,1:NewYork
1072,1:NewYork
1073,1:NewYork
1074,1:NewYork
1075,1:NewYork
1076,1:NewYork
1077,1:NewYork
1078,1:NewYork
1079,1:NewYork
1080,1:NewYork
1081,2:California
1082,3:Georgia
1083,3:Georgia
1084,1:NewYork
1085,1:NewYork
1086,1:NewYork
1087,1:NewYork
1088,1:NewYork
1089,2:California
1090,1:NewYork
1091,2:California
1092,1:NewYork
1093,1:NewYork
1094,1:NewYork
1095,1:NewYork
1096,1:NewYork
1097,1:NewYork
1098,1:NewYork
1099,1:NewYork
1100,1:NewYork
1101,1:NewYork
1102,1:NewYork
1103,1:NewYork
1104,1:NewYork
1105,1:NewYork
1106,1:NewYork
1107,1:NewYork
1108,1:NewYork
1109,1:NewYork
1110,2:California
1111,3:Georgia
1112,1:NewYork
1113,1:NewYork
1114,1:NewYork
1115,3:Georgia
1116,1:NewYork
1117,1:NewYork
1118,1:NewYork
1119,1:NewYork
1120,1:NewYork
1121,1:NewYork
1122,1:NewYork
1123,1:NewYork
1124,1:NewYork
1125,1:NewYork
1126,1:NewYork
1127,1:NewYork
1128,1:NewYork
1129,1:NewYork
1130,1:NewYork
1131,2:California
1132,1:NewYork
1133,1:NewYork
1134,1:NewYork
1135,1:NewYork
1136,1:NewYork
1137,1:NewYork
1138,1:NewYork
1139,1:NewYork
1140,1:NewYork
1141,1:NewYork
1142,1:NewYork
1143,1:NewYork
1144,1:NewYork
1145,1:NewYork
1146,1:NewYork
1147,1:NewYork
1148,1:NewYork
1149,1:NewYork
1150,1:NewYork
1151,1:NewYork
1152,1:NewYork
1153,1:NewYork
1154,1:NewYork
1155,1:NewYork
1156,1:NewYork
1157,1:NewYork
1158,1:NewYork
1159,1:NewYork
1160,1:NewYork
1161,1:NewYork
1162,1:NewYork
1163,1:NewYork
1164,1:NewYork
1165,1:NewYork
1166,1:NewYork
1167,1:NewYork
1168,1:NewYork
1169,1:NewYork
1218,1:NewYork
1219,1:NewYork
1220,1:NewYork
1221,1:NewYork
1222,1:NewYork
1223,1:NewYork
1224,1:NewYork
1225,1:NewYork
1226,1:NewYork
1227,1:NewYork
1228,1:NewYork
1229,1:NewYork
1230,1:NewYork
1231,1:NewYork
1232,1:NewYork
1233,2:California
1234,1:NewYork
1235,1:NewYork
1236,1:NewYork
1237,1:NewYork
1238,1:NewYork
1239,1:NewYork
1240,1:NewYork
1241,1:NewYork
1242,1:NewYork
1243,1:NewYork
1244,1:NewYork
1245,1:NewYork
1246,1:NewYork
1247,1:NewYork
1248,1:NewYork
1249,1:NewYork
1250,1:NewYork
1251,1:NewYork
1252,1:NewYork
1253,1:NewYork
1254,1:NewYork
1255,1:NewYork
1256,1:NewYork
1257,1:NewYork
1258,1:NewYork
1259,1:NewYork
1260,1:NewYork
1261,1:NewYork
1262,1:NewYork
1263,1:NewYork
1264,1:NewYork
1265,1:NewYork
1266,1:NewYork
1267,1:NewYork
1268,1:NewYork
1269,1:NewYork
1300,1:NewYork
1301,1:NewYork
1302,1:NewYork
1303,1:NewYork
1304,1:NewYork
1305,1:NewYork
1306,1:NewYork
1307,1:NewYork
1308,1:NewYork
1309,1:NewYork
1310,1:NewYork
1311,1:NewYork
1312,1:NewYork
1313,1:NewYork
1314,1:NewYork
1315,1:NewYork
1316,1:NewYork
1317,1:NewYork
1318,1:NewYork
1319,1:NewYork
1320,1:NewYork
1321,1:NewYork
1322,1:NewYork
1323,1:NewYork
1324,1:NewYork
1325,1:NewYork
1326,1:NewYork
1327,1:NewYork
1328,1:NewYork
1329,1:NewYork
1330,1:NewYork
1331,1:NewYork
1332,1:NewYork
1333,1:NewYork
1334,1:NewYork
1335,1:NewYork
1336,1:NewYork
1337,1:NewYork
1338,1:NewYork
1339,1:NewYork
1340,1:NewYork
1341,1:NewYork
1342,1:NewYork
1343,1:NewYork
1344,1:NewYork
1345,1:NewYork
1346,1:NewYork
1347,1:NewYork
1348,1:NewYork
1349,1:NewYork
1350,1:NewYork
1351,1:NewYork
1352,1:NewYork
1353,1:NewYork
1354,1:NewYork
1355,1:NewYork
1356,1:NewYork
1357,1:NewYork
1358,1:NewYork
1359,1:NewYork
1360,1:NewYork
1361,1:NewYork
1362,1:NewYork
1363,1:NewYork
1364,1:NewYork
1365,1:NewYork
1366,1:NewYork
1367,1:NewYork
1368,1:NewYork
1369,1:NewYork
1370,1:NewYork
1371,1:NewYork
1372,1:NewYork
1373,1:NewYork
1374,1:NewYork
1375,1:NewYork
1376,1:NewYork
1377,1:NewYork
1378,1:NewYork
1379,1:NewYork
1380,1:NewYork
1381,1:NewYork
1382,1:NewYork
1383,1:NewYork
1384,1:NewYork
1385,1:NewYork
1386,1:NewYork
1387,1:NewYork
1388,1:NewYork
1389,1:NewYork
1390,1:NewYork
1391,1:NewYork
1392,1:NewYork
1393,1:NewYork
1394,1:NewYork
1395,1:NewYork
1396,1:NewYork
1397,1:NewYork
1398,1:NewYork
1399,1:NewYork
1400,1:NewYork
1401,1:NewYork
1402,1:NewYork
1403,1:NewYork
1404,1:NewYork
1405,1:NewYork
1406,1:NewYork
1407,1:NewYork
1408,1:NewYork
1409,1:NewYork
1410,1:NewYork
1411,1:NewYork
1412,1:NewYork
1413,1:NewYork
1414,1:NewYork
1415,1:NewYork
1416,1:NewYork
1417,1:NewYork
1418,1:NewYork
1419,1:NewYork
1420,1:NewYork
1421,1:NewYork
1422,1:NewYork
1423,1:NewYork
1424,1:NewYork
1425,1:NewYork
1426,1:NewYork
1427,1:NewYork
1454,1:NewYork
1455,1:NewYork
1456,1:NewYork
1457,1:NewYork
1458,1:NewYork
1459,1:NewYork
1460,1:NewYork
1461,1:NewYork
1462,1:NewYork
1463,1:NewYork
1464,1:NewYork
1465,1:NewYork
1466,1:NewYork
1467,1:NewYork
1468,1:NewYork
1469,1:NewYork
1470,1:NewYork
1471,1:NewYork
1472,1:NewYork
1473,1:NewYork
1474,1:NewYork
1475,1:NewYork
1476,1:NewYork
1477,1:NewYork
1478,1:NewYork
1479,1:NewYork
1480,1:NewYork
1481,1:NewYork
1482,1:NewYork
1483,1:NewYork
1484,1:NewYork
1485,1:NewYork
1486,1:NewYork
1487,1:NewYork
1488,1:NewYork
1489,1:NewYork
1490,1:NewYork
1491,1:NewYork
1492,1:NewYork
1493,1:NewYork
1494,1:NewYork
1495,1:NewYork
1496,1:NewYork
1497,1:NewYork
1498,1:NewYork
1499,1:NewYork
1500,1:NewYork
1501,1:NewYork
1502,1:NewYork
1503,1:NewYork
1504,1:NewYork
1505,1:NewYork
1506,1:NewYork
1507,1:NewYork
1508,1:NewYork
1509,1:NewYork
1510,1:NewYork
1511,1:NewYork
1512,1:NewYork
1513,1:NewYork
1514,1:NewYork
1515,1:NewYork
1516,1:NewYork
1517,1:NewYork
1518,1:NewYork
1519,1:NewYork
1520,1:NewYork
1521,1:NewYork
1522,1:NewYork
1523,1:NewYork
1524,1:NewYork
1525,1:NewYork
1526,1:NewYork
1527,1:NewYork
1528,1:NewYork
1529,1:NewYork
1530,1:NewYork
1531,1:NewYork
1532,1:NewYork
1533,1:NewYork
1534,1:NewYork
1535,1:NewYork
1536,1:NewYork
1537,1:NewYork
1538,1:NewYork
1539,1:NewYork
1540,1:NewYork
1541,1:NewYork
1542,2:California
1543,1:NewYork
1544,1:NewYork
1545,1:NewYork
1546,1:NewYork
1547,1:NewYork
1548,1:NewYork
1549,1:NewYork
1550,1:NewYork
1551,1:NewYork
1684,1:NewYork
1685,3:Georgia
1686,1:NewYork
1687,1:NewYork
1688,1:NewYork
1689,1:NewYork
1690,2:California
1691,1:NewYork
1692,1:NewYork
1693,1:NewYork
1694,2:California
1695,2:California
1696,2:California
1697,1:NewYork
1698,2:California
1699,3:Georgia
1700,2:California
1701,1:NewYork
1702,1:NewYork
1703,1:NewYork
1704,2:California
1705,1:NewYork
1706,1:NewYork
1707,1:NewYork
1708,2:California
1709,1:NewYork
1710,1:NewYork
1711,3:Georgia
1712,1:NewYork
1713,2:California
1714,1:NewYork
1715,1:NewYork
1716,1:NewYork
1717,2:California
1718,1:NewYork
1719,1:NewYork
1720,1:NewYork
1793,2:California
1794,1:NewYork
1795,1:NewYork
1796,1:NewYork
1797,1:NewYork
1798,2:California
1799,1:NewYork
1800,1:NewYork
1801,1:NewYork
1802,1:NewYork
1803,1:NewYork
1804,3:Georgia
1805,1:NewYork
1806,1:NewYork
1807,1:NewYork
1808,1:NewYork
1809,1:NewYork
1810,1:NewYork
1811,1:NewYork
1812,1:NewYork
1813,1:NewYork
1814,1:NewYork
1815,3:Georgia
1816,1:NewYork
1817,1:NewYork
1818,1:NewYork
1819,1:NewYork
1820,1:NewYork
1821,1:NewYork
1822,1:NewYork
1823,1:NewYork
1824,1:NewYork
1825,1:NewYork
1826,1:NewYork
1827,3:Georgia
1828,1:NewYork
1829,1:NewYork
1830,1:NewYork
1831,3:Georgia
1832,1:NewYork
1833,1:NewYork
1834,1:NewYork
1835,3:Georgia
1836,1:NewYork
1837,1:NewYork
1838,1:NewYork
1839,1:NewYork
1840,1:NewYork
1841,1:NewYork
1842,1:NewYork
1843,1:NewYork
1844,1:NewYork
1845,3:Georgia
1846,1:NewYork
1847,1:NewYork
1848,1:NewYork
1849,1:NewYork
1850,1:NewYork
1851,1:NewYork
1852,1:NewYork
1853,1:NewYork
1854,1:NewYork
1981,1:NewYork
1982,1:NewYork
1983,1:NewYork
1984,1:NewYork
1985,1:NewYork
1986,1:NewYork
1987,1:NewYork
1988,1:NewYork
1989,1:NewYork
1990,1:NewYork
1991,1:NewYork
1992,1:NewYork
1993,1:NewYork
1994,1:NewYork
1995,1:NewYork
1996,1:NewYork
1997,1:NewYork
1998,1:NewYork
1999,1:NewYork
2000,3:Georgia
2001,1:NewYork
2002,1:NewYork
2003,1:NewYork
2038,1:NewYork
2039,1:NewYork
2040,1:NewYork
2041,1:NewYork
2042,1:NewYork
2043,1:NewYork
2044,1:NewYork
2045,1:NewYork
2046,1:NewYork
2047,1:NewYork
2048,1:NewYork
2049,1:NewYork
2050,1:NewYork
2051,1:NewYork
2052,1:NewYork
2053,1:NewYork
2054,1:NewYork
2055,1:NewYork
2056,1:NewYork
2057,1:NewYork
2058,1:NewYork
2059,1:NewYork
2060,1:NewYork
2061,1:NewYork
2062,1:NewYork
2063,1:NewYork
2064,1:NewYork
2065,1:NewYork
2066,1:NewYork
2067,1:NewYork
2068,1:NewYork
2069,1:NewYork
2070,1:NewYork
2071,1:NewYork
2072,1:NewYork
2073,1:NewYork
2074,1:NewYork
2075,1:NewYork
2076,1:NewYork
2077,1:NewYork
2078,1:NewYork
2079,1:NewYork
2080,1:NewYork
2081,1:NewYork
2082,1:NewYork
2083,1:NewYork
2084,1:NewYork
2085,1:NewYork
2086,1:NewYork
2087,1:NewYork
2088,1:NewYork
2089,1:NewYork
2090,1:NewYork
2091,1:NewYork
2092,1:NewYork
2093,1:NewYork
2094,1:NewYork
2095,1:NewYork
2096,1:NewYork
2097,1:NewYork
2098,1:NewYork
2099,1:NewYork
2100,1:NewYork
2101,1:NewYork
2102,1:NewYork
2103,1:NewYork
2104,1:NewYork
2105,1:NewYork
2106,1:NewYork
2107,1:NewYork
2108,1:NewYork
2109,1:NewYork
2110,1:NewYork
2111,1:NewYork
2112,1:NewYork
2113,1:NewYork
2114,1:NewYork
2115,1:NewYork
2116,1:NewYork
2117,1:NewYork
2118,1:NewYork
2119,1:NewYork
2120,1:NewYork
2121,1:NewYork
2122,1:NewYork
2123,1:NewYork
2124,1:NewYork
2125,1:NewYork
2126,1:NewYork
2127,1:NewYork
2128,1:NewYork
2129,1:NewYork
2130,1:NewYork
2131,2:California
2132,1:NewYork
2133,1:NewYork
2134,1:NewYork
2135,1:NewYork
2136,1:NewYork
2137,1:NewYork
2138,1:NewYork
2407,1:NewYork
2408,1:NewYork
2409,1:NewYork
2410,2:California
2411,2:California
2412,1:NewYork
2413,1:NewYork
2414,1:NewYork
2415,1:NewYork
2416,1:NewYork
2417,1:NewYork
2418,1:NewYork
2419,1:NewYork
2420,1:NewYork
2421,1:NewYork
2422,1:NewYork
2423,1:NewYork
2424,1:NewYork
2425,2:California
2426,1:NewYork
2427,1:NewYork
2428,1:NewYork
2429,1:NewYork
2430,1:NewYork
2431,1:NewYork
2432,2:California
2433,1:NewYork
2434,2:California
2435,1:NewYork
2436,1:NewYork
2437,1:NewYork
2438,1:NewYork
2439,1:NewYork
2440,1:NewYork
2441,2:California
2442,1:NewYork
2443,1:NewYork
2444,1:NewYork
2545,1:NewYork
2546,1:NewYork
2547,1:NewYork
2548,1:NewYork
2549,1:NewYork
2550,1:NewYork
2551,1:NewYork
2552,1:NewYork
2553,2:California
2554,1:NewYork
2555,1:NewYork
2556,2:California
2557,1:NewYork
2558,1:NewYork
2559,1:NewYork
2560,2:California
2561,2:California
2562,1:NewYork
2563,1:NewYork
2564,1:NewYork
2565,1:NewYork
2566,1:NewYork
2567,1:NewYork
2568,1:NewYork
2569,1:NewYork
2570,1:NewYork
2571,1:NewYork
2572,1:NewYork
2573,1:NewYork
2574,1:NewYork
2575,1:NewYork
2576,1:NewYork
2577,1:NewYork
2578,1:NewYork
2579,1:NewYork
2580,1:NewYork
2581,1:NewYork
2582,1:NewYork
2583,1:NewYork
2584,1:NewYork
2585,1:NewYork
2586,1:NewYork
2587,3:Georgia
2588,1:NewYork
2589,1:NewYork
2590,1:NewYork
2591,1:NewYork
2592,3:Georgia
2593,2:California
2594,1:NewYork
2595,1:NewYork
2596,1:NewYork
2597,1:NewYork
2598,1:NewYork
2599,1:NewYork
2600,1:NewYork
2601,3:Georgia
2602,1:NewYork
2603,1:NewYork
2604,1:NewYork
2605,3:Georgia
2606,1:NewYork
2607,3:Georgia
2608,1:NewYork
2609,1:NewYork
2610,1:NewYork
2611,1:NewYork
2612,2:California
2613,1:NewYork
2614,1:NewYork
2615,1:NewYork
2616,1:NewYork
2617,2:California
2618,1:NewYork
2619,1:NewYork
2620,1:NewYork
2621,1:NewYork
2622,1:NewYork
2623,3:Georgia
2624,3:Georgia
2625,3:Georgia
2626,1:NewYork
2627,3:Georgia
2628,1:NewYork
2629,1:NewYork
2630,3:Georgia
2631,1:NewYork
2632,1:NewYork
2633,2:California
2634,1:NewYork
2635,1:NewYork
2636,1:NewYork
2637,2:California
2638,1:NewYork
2639,1:NewYork
2640,1:NewYork
2641,1:NewYork
2642,1:NewYork
2643,1:NewYork
2644,1:NewYork
2645,1:NewYork
2646,1:NewYork
2647,3:Georgia
2648,1:NewYork
2649,1:NewYork
2650,1:NewYork
2651,1:NewYork
2652,1:NewYork
2653,1:NewYork
2654,3:Georgia
2655,1:NewYork
2656,1:NewYork
2657,2:California
2658,1:NewYork
2659,3:Georgia
2660,3:Georgia
2661,1:NewYork
2662,3:Georgia
2663,1:NewYork
2664,1:NewYork
2665,1:NewYork
2666,1:NewYork
2667,2:California
2668,1:NewYork
2669,1:NewYork
2670,1:NewYork
2671,1:NewYork
2672,1:NewYork
2673,1:NewYork
2674,1:NewYork
2675,1:NewYork
2755,1:NewYork
2756,1:NewYork
2757,1:NewYork
2758,2:California
2759,3:Georgia
2760,1:NewYork
2761,1:NewYork
2762,1:NewYork
2763,1:NewYork
2764,1:NewYork
2765,1:NewYork
2766,1:NewYork
2767,2:California
2768,2:California
2769,2:California
2770,1:NewYork
2771,1:NewYork
2772,1:NewYork
2773,1:NewYork
2774,1:NewYork
2775,1:NewYork
2776,1:NewYork
2777,1:NewYork
2778,2:California
2779,1:NewYork
2780,1:NewYork
2781,1:NewYork
2782,1:NewYork
2783,1:NewYork
2784,1:NewYork
2785,1:NewYork
2786,1:NewYork
2787,1:NewYork
2788,1:NewYork
2789,1:NewYork
2790,1:NewYork
2791,1:NewYork
2792,1:NewYork
2793,1:NewYork
2794,1:NewYork
2795,1:NewYork
2796,1:NewYork
2797,1:NewYork
2798,1:NewYork
2799,1:NewYork
2800,1:NewYork
2801,2:California
2802,1:NewYork
2803,1:NewYork
2804,1:NewYork
2805,1:NewYork
2806,1:NewYork
2807,1:NewYork
2808,1:NewYork
2809,1:NewYork
2810,1:NewYork
2811,1:NewYork
2812,1:NewYork
2813,1:NewYork
2814,1:NewYork
2815,1:NewYork
2816,1:NewYork
2817,1:NewYork
2818,1:NewYork
2819,1:NewYork
2820,1:NewYork
2821,1:NewYork
2917,1:NewYork
2918,1:NewYork
2919,1:NewYork
2920,1:NewYork
2921,1:NewYork
2922,1:NewYork
2923,1:NewYork
2924,1:NewYork
2925,2:California
2926,1:NewYork
2927,1:NewYork
2928,1:NewYork
2929,1:NewYork
2930,1:NewYork
2931,1:NewYork
2932,1:NewYork
2933,1:NewYork
2934,1:NewYork
2935,1:NewYork
2936,1:NewYork
2937,1:NewYork
2938,1:NewYork
2939,1:NewYork
2940,1:NewYork
2941,2:California
2942,1:NewYork
2943,1:NewYork
2944,1:NewYork
2945,1:NewYork
2946,1:NewYork
2947,1:NewYork
2948,1:NewYork
2949,2:California
2950,1:NewYork
3167,1:NewYork
3168,1:NewYork
3169,1:NewYork
3170,1:NewYork
3171,1:NewYork
3172,1:NewYork
3173,1:NewYork
3174,1:NewYork
3175,1:NewYork
3176,1:NewYork
3177,1:NewYork
3178,1:NewYork
3179,1:NewYork
3180,2:California
3181,1:NewYork
3182,1:NewYork
3183,1:NewYork
3184,1:NewYork
3185,1:NewYork
3186,1:NewYork
3294,1:NewYork
3295,2:California
3296,1:NewYork
3297,1:NewYork
3298,1:NewYork
3299,1:NewYork
3300,1:NewYork
3301,1:NewYork
3302,1:NewYork
3303,2:California
3304,1:NewYork
3305,1:NewYork
3306,1:NewYork
3307,1:NewYork
3308,1:NewYork
3309,1:NewYork
3310,1:NewYork
3311,1:NewYork
3312,1:NewYork
3313,1:NewYork
3314,1:NewYork
3315,1:NewYork
3316,1:NewYork
3317,1:NewYork
3318,1:NewYork
3319,1:NewYork
3320,1:NewYork
3321,2:California
3322,1:NewYork
3323,1:NewYork
3324,1:NewYork
3325,1:NewYork
3326,1:NewYork
3327,1:NewYork
3328,1:NewYork
3329,2:California
3330,1:NewYork
3402,1:NewYork
3403,1:NewYork
3404,1:NewYork
3405,1:NewYork
3406,1:NewYork
3407,1:NewYork
3408,1:NewYork
3409,1:NewYork
3410,2:California
3411,1:NewYork
3412,1:NewYork
3413,1:NewYork
3414,1:NewYork
3415,1:NewYork
3416,3:Georgia
3417,1:NewYork
3418,1:NewYork
3419,1:NewYork
3420,1:NewYork
3421,1:NewYork
3422,1:NewYork
3423,1:NewYork
3424,1:NewYork
3425,1:NewYork
3426,1:NewYork
3427,1:NewYork
3428,2:California
3429,1:NewYork
3430,1:NewYork
3431,1:NewYork
3432,1:NewYork
3433,1:NewYork
3434,1:NewYork
3435,1:NewYork
3436,1:NewYork
3437,1:NewYork
3438,1:NewYork
3439,1:NewYork
3440,1:NewYork
3441,1:NewYork
3442,1:NewYork
3443,1:NewYork
3444,1:NewYork
3445,1:NewYork
3446,1:NewYork
3447,3:Georgia
3448,1:NewYork
3449,1:NewYork
3450,1:NewYork
3451,1:NewYork
3452,2:California
3453,1:NewYork
3454,1:NewYork
3455,1:NewYork
3456,1:NewYork
3457,1:NewYork
3458,1:NewYork
3459,1:NewYork
